school_name,url_address,address,postal_code,telephone_no,telephone_no_2,fax_no,fax_no_2,email_address,mrt_desc,bus_desc,principal_name,first_vp_name,second_vp_name,third_vp_name,fourth_vp_name,fifth_vp_name,visionstatement_desc,missionstatement_desc,philosophy_culture_ethos,dgp_code,zone_code,cluster_code,type_code,nature_code,session_code,mainlevel_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,mothertongue1_code,mothertongue2_code,mothertongue3_code,special_sdp_offered
FUHUA PRIMARY SCHOOL,http://www.fuhuapri.moe.edu.sg,65 JURONG EAST STREET 13,609647,65624370,na,65639542,na,fhps@moe.edu.sg,JURONG EAST MRT STATION,"51,66,66B,78,79,97,97A,98,105,105B,143,176,197,333,334,335,506",MR PHUA KIA WANG,MDM TAN SIEW KHIAN FINELLA,MDM TEO SIEW KHIM,na,na,na,"EVERY CHILD A LIFELONG LEARNER, RESPONSIBLE LEADER AND GRACIOUS CITIZEN.",TO CREATE A VIBRANT LEARNING COMMUNITY WHERE EVERY INDIVIDUAL WILL EXPERIENCE SUCCESS.,na,JURONG EAST,WEST,WEST 7,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"ICT INFUSION IN TEACHING AND LEARNING,INQUIRY-BASED LEARNING FOR SCIENCE,LEARNING SUPPORT PROG, LIFE SKILLS PROG, ENABLE PROG, MATHS E-LEARNING PROG, DRAMA CURRICULUM FOR LOWER PRIMARY, LITERATURE TEXTS FOR P3-P6 (HA CLASSES),P1&P2 SWIMMING PROG, PAL FOR P1&2 ANNUAL CAMP FOR P3&P5"
WOODLANDS PRIMARY SCHOOL,http://www.woodlandspri.moe.edu.sg,10 WOODLANDS DRIVE 50,738853,62697410,na,63671165,na,wdp@moe.edu.sg,Woodlands,912 & 912E,MISS TAN SIN WEI WINNIE,MDM WONG YEN LING,MRS HARYATI TEH,na,na,na,Gracious Woodlanders with the Zest to Excel,"To develop in pupils, skills and knowledge and a desire for continuous learning in order to stay relevant for the future.",na,WOODLANDS,NORTH,NORTH 7,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"P1 & P2: SCAMPER, LSP(English), LSM, Buddy Readers(P1), Buddy Writing (P2) P3 & 4: IPW, Core Maths/Science, Core Science(P4), Science Inquiry Assessment(P3). P5 & P6: EXCEL(Eng/Maths/SC),Core (Eng/Maths/Sc),What's Up(P5),The Little Red Dot (P6).All Levels: Play@Recess, Games Day,Family Science"
EUNOS PRIMARY SCHOOL,http://www.eunospri.moe.edu.sg/,95 JALAN EUNOS,419529,67463336,na,67488554,na,eunos_ps@moe.edu.sg,Nearest MRT Station - Eunos,"Bus Services (SBS): 15, 21, 25, 51, 55, 63, 93, 94, 60 Bus Services (SMRT) : 61, 854, 966",MDM PHUA YIN LIN GRACE,MDM TAN KIM YAN,MISS USHA RANI HENRY,na,na,na,"Guided by values, every Eunosian a happy learner, a confident communicator and a critical thinker",Nurturing every child in a caring and vibrant environment to achieve his/her personal best and contribute actively to society,Every child can learn and achieve in a caring environment,GEYLANG,EAST,EAST 4,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Leadership Training Programmes, enrichment courses, camps and personal life skills courses. P3, P4 & P5 pupils are involved in Project Work (PW)"
HENRY PARK PRIMARY SCHOOL,http://www.henryparkpri.moe.edu.sg,1 HOLLAND GROVE ROAD,278790,64663600,na,64691840,na,HPPS@MOE.EDU.SG,"Buona Vista MRT, Clementi MRT","7, 61, 75, 156, 157, 165, 92",MR CHIA SOO KENG,MISS CHEN YANTING NATHALIE,MDM WONG SU MAY,MRS VIJAYA GANESH,na,na,A Leader in Every Child - with Talents and Strength of Character,Nurturing leaders through a distinctive education in learning and character development.,"Honesty in Performance, Pride in Service",BUKIT TIMAH,WEST,WEST 1,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,Yes,No,Chinese,Malay,Tamil,1.Applied Learning Programme (Science) 2. Learning for Life Programme (Sports4Life) 3. Programme for Active Learning 4. Literature Programme 5. Individualised Research Study 6. Character and Education Programme 7. Exchange Programme with The Japanese School in Singapore 8. Gymnastics Programme
BENDEMEER PRIMARY SCHOOL,http://www.bendemeerpri.moe.edu.sg/,91 BENDEMEER ROAD,339948,62982911,na,62995735,na,BENDEMEER_PS@MOE.EDU.SG,"Boon Keng, Kallang","13 23 31 61 64 65 65M 66 125, 125X ,133,140,147,853,857,985",MR TAN SIEW TIONG,MR ABDUL RANI BIN IDRIS,MDM LEE KEE MENG,na,na,na,"Lifelong Learners, Rooted in Values",Nurture every individual to be an independent learner with an inquiring mind and strong moral values,na,KALLANG,SOUTH,SOUTH 5,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Reading Coach, Comprehension and Levelled Literacy Intervention, Sustained Support for Maths, Modular PE, Art & Music, Stretch to Achieve and Realise Success, Life Science, Speech and Drama, Behavioural and Emotonal Engagement towards School, Cohort Leadership, Environmental Education."
CORPORATION PRIMARY SCHOOL,http://www.corporationpri.moe.edu.sg,31 JURONG WEST STREET 24,648347,67957381,na,67957098,na,cps@moe.edu.sg,BOON LAY STATION LAKESIDE STATION,"157 (from Boon Lay Interchange), or 185",MRS JENNIFER PANG CHEE CHYN,MDM POON GEK HONG,MDM LAI SEOW POH,MISS LINDA CHUA,na,na,Nurturing Pupils who C.A.R.E to succeed,Providing holistic education to build character and develop talents in a nurturing environment.,na,JURONG WEST,WEST,WEST 8,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,We have structured enrichment activities to complement learning. Our high ability pupils are exposed to stretch enrichment programmes. We provide leadership development programmes. Our high ability pupils are involved as peer facilitators of learning. We run Overseas Immersion programmes.
YIO CHU KANG PRIMARY SCHOOL,http://www.yiochukangpri.moe.edu.sg,1 HOUGANG STREET 51,538720,63851365,na,63855915,na,admin_yckps@moe.edu.sg,Hougang MRT Station Yio Chu Kang MRT Station,"88,101,109,159,161 and 325",MR NG AIK BOON,MDM POH LEE SIEW,MR CHAN TUCK CHEONG,na,na,na,"Empowering Mind,  Engaging Heart,  Extending Hands",To nurture Confident and Self-Directed Learners who are Keen to Serve,na,HOUGANG,NORTH,NORTH 3,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,School-based Visual Arts Module P1-6 Melody Chimes Module Talent Identification Programme for Soccer (TIPS) Special Integrated Programme
BLANGAH RISE PRIMARY SCHOOL,http://www.blangahrisepri.moe.edu.sg/,91 TELOK BLANGAH HEIGHTS,109100,62717387,na,62763037,na,BRPS@MOE.EDU.SG,"Telok Blangah, Tiong Bahru & Redhill",SBS 273 & 124,MR OU EN TIEN MATTHEW,MDM ONG AI SIAN,MS MARY GOH CHIU KENG,na,na,na,A joyful school of confident learners and caring leaders.,Nurturing Every Child Holistically,na,BUKIT MERAH,SOUTH,SOUTH 2,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,Literature Alive Drama-in-Education MediaKids Project SEED & STELLAR DVD Subtitling for Language Learning Instrumental Karaoke Orchestral MIDI
ANG MO KIO PRIMARY SCHOOL,http://www.angmokiopri.moe.edu.sg,20 ANG MO KIO AVENUE 3,569920,64520794,na,64588121,na,AMKPS@MOE.EDU.SG,Ang Mo Kio MRT Station,"76,132,165,166,169,200,000,000",MR CHEW MUN WAI,MRS ZAHIRA BINTE MOHAMED SEDIK,MDM NG BEE HOON,na,na,na,"Every Child a Leader of Self, and for Others, with a Passion for Excellence.","To Care, To Guide, To Inspire.",na,ANG MO KIO,SOUTH,SOUTH 1,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Mathematics Mentoring Programme for P5, Ignite Programme (part of holistic health framework), Science Adventure Park Programme"
MAYFLOWER PRIMARY SCHOOL,http://www.mayflowerpri.moe.edu.sg,200 ANG MO KIO AVE 5,569878,64520849,na,64534116,na,MAYFLOWER_PS@MOE.EDU.SG,Yio Chu Kang MRT Station.,"13,86,138,162,269,851,852,853.",MRS LIM- CHUA SIOW LING,MDM THILAGAMANI D/O T SIVANANDAM,MISS CHEE YEUNG WAI,na,na,na,"Our Pupils, Exemplary Citizens of Tomorrow.  Our pupils are of sound character and imbibed with right values; love Singapore and lead and serve the community; are engaged learners who are future-ready; are physically active, living healthy lifetyles; and an appreciate the arts, developing artistic dispositions.","Touching Hearts: We care for my pupils and lead them to believe in themselves.  Engaging Minds:  As lead learners, we inspire our pupils to think creatively and have inquiring minds.  Nurturing Talents:  We seek to uncover our pupils' talents and lead them to maximise their potential.",na,ANG MO KIO,SOUTH,SOUTH 7,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Development Through Drama, MOE Dance Niche Programme, Decouvrez High Progress Programme, ACE@Mayflower Arts Education Programme, Integration of ICT Tools for mobile, collaborative and self-directed learning, Multi-Media Recording Studio, ExCITE! CCE Programme"
TECK GHEE PRIMARY SCHOOL,http://www.teckgheepri.moe.edu.sg,1 ANG MO KIO STREET 32,569299,64548769,na,64589886,na,tgps@moe.edu.sg,Ang Mo Kio & Bishan,"22,24,135,853,162,262,159",MDM CHUA PEI PEI,MDM RAPS AZRINAH,MR KHOO THIAM HUAT,na,na,na,"Nurturing Tomorrow's Leaders:  Creative Thinkers, Confident Communicators,  Lifelong Learners and Responsible Citizens.","We are committed to providing our pupils with quality education, inspiring our pupils towards excellence, creating a caring environment and working in partnership with stakeholders.",na,ANG MO KIO,SOUTH,SOUTH 6,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Elementary Swimming, Confident Communicators through Ceramics, Chinese Calligraphy,Basic Gymnastics, Music Viva,Adventure & Leadership Camp, Character First,6 Thinking Hats,Structured Leadership Prog, Habits of Mind, Heritage, Overseas, Educational Tours, Pastoral Care, Growing Year Series"
TEMASEK PRIMARY SCHOOL,http://www.temasekpri.moe.edu.sg,501 BEDOK SOUTH AVE 3,469300,64438134,na,64495871,na,temasek_ps@moe.edu.sg,Tanah Merah MRT,"229, 10, 14, 13, 48, 43, 506",MR FRANCIS FOO,MDM RANJIT KAUR D/O MUKHTAR SINGH,MISS TEO SOOK LIN @ OON SOOK LIN,MR QUAH SIEW SANG,na,na,"We aspire to be the vibrant learning campus where pupils learn, lead, serve and grow to become future-ready citizens rooted in values.",Developing our pupils into responsible and versatile individuals  who will be fired with a passion for life long learning and able to contribute effectively to society.,"We believe that every child can learn, act responsibly and care for others.",BEDOK,EAST,EAST 2,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"VOICE-Vision of Inspiring Character Excellence, SPARK-School's Parents Are Reinventing Kids, STAGE IT-Share & Talk about Anything in Good English In Temasek, Genre Based English Programme, Learning Tapestry, SPACE-School Parents Ace-ing Children's Experience"
SI LING PRIMARY SCHOOL,http://www.silingpri.moe.edu.sg,61 WOODLANDS AVENUE 1,739067,62698832,na,63675516,na,SLPS@MOE.EDU.SG,Woodlands,912 from Woodlands Interchange,MR LIM CHEW HIONG RICHARD,MISS KUCK LI LIAN LILLIAN,MDM TAN AI CHOO,na,na,na,Every Si Ling Pupil a Scholar who Leads and Serves,"We, in partnership with all our stakeholders, are committed to nurture our pupils to be thinking learners and gracious citizens.","Our schools name in Chinese, depicts a garden where scholars bloom. We strive to provide a unique and rigorous education to maximise the potential of each pupil, so that each of them will become a scholar in their own right. Besides the cognitive domain, the school embraces the arts, music, sports, and other pursuits so that pupils can broaden their interests and develop their talents. The schools strength in environment education enables pupils to build critical thinking and problem solving skills, at the same time develop an awareness and appreciation for the environment. The school also places strong emphasis on values education, as well as leadership development. We have developed comprehensive Values Education and Leadership Development Programmes which inculcate the values and competencies desired of our pupils, so that they become concerned citizens who make a positive difference to the community.  With the nurturing leadership and guidance of our School Leaders and teachers, the school is committed to develop every Si Ling pupil into a Scholar who leads and serves.",WOODLANDS,NORTH,NORTH 7,GOVERNMENT SCHOOL,CO-ED SCHOOL,DOUBLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Our Applied Learning Programme (ALP), Environmental Science Programme (ESP), provides pupils with opportunities to apply science knowledge, processes and attitudes acquired from science lessons in real-life environmental issues, allowing their learning to be relevant, meaningful and enjoyable. Stakeholders are roped in to enhance pupils# learning experiences, as well as provide opportunities for pupils to gain more exposure.  The ESP adopts the 3H approach which covers 3 key developmental domains # HEAD (knowledge & skills acquisition), HEART (values acquisition) and HANDS (participation & contribution). The programme aims to develop pupils to continuously use concepts, skills and processes to inquire into phenomena related to the environment, think creatively and critically in solving environmental problems, and have strong conviction in bettering the environment. Pupils with greater aptitude and interest are given opportunities to lead their peers in community involvement activities, as well as conduct sharing to create awareness on environment conservation. This is in line with the Schools Vision to develop every Si Ling Pupil into a Scholar who Leads and Serves."
JING SHAN PRIMARY SCHOOL,http://www.jingshanpri.moe.edu.sg,5 ANG MO KIO ST 52,569228,64566305,na,64581619,na,jsps@moe.edu.sg,Ang Mo Kio MRT,Bus 265,MDM GOH MEEI YUNN,MDM CHAN YEE CHIN WILNA,MDM TOH GUAT HWA PAULINE,na,na,na,Thinkers. Learners. Leaders.,To empower every child to realise his full potential through a values-driven holistic education.,na,ANG MO KIO,SOUTH,SOUTH 1,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,Structured Phonics Programmes for Primary One and Two Classes. Swimming Programme for P2 and P3 pupils integrated into PE curriculum. 6-Year IT Literacy Training Programme from P1 to P6. Pottery Integrated into Art Curriculum from P1 to P6.
DA QIAO PRIMARY SCHOOL,http://www.daqiaopri.moe.edu.sg,8 ANG MO KIO STREET 54,569185,64588225,na,64584028,na,dqps@moe.edu.sg,Ang Mo Kio,"265, 74, 165, 55, 76, 73, 268, 88, 132",MRS JOYCE ANG,MR AZHAR B MOHAMED HUSSAIN,na,na,na,na,A Flourishing School with Happy and Confident Learners,"Developing Pupils' Potential, Inculcating Moral Integrity and Social Responsibility, Nurturing Resilience and Creativity",Everyone Can Flourish,ANG MO KIO,SOUTH,SOUTH 1,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Learning for Life Programme (LLP) - ""FLOURISH @ DQ"" : Developing Character Strengths, Resilience & Mindfulness through Values In Action"
YISHUN PRIMARY SCHOOL,http://www.yishunpri.moe.edu.sg,500 YISHUN RING ROAD,768679,62577461,na,67554198,na,YPS@MOE.EDU.SG,Yishun,Translink Feeder Service 800 & 812,MRS YEE-TOH GEK KHIAW,MR SADANANDHAN S/O PALANI ANANDAN,MR TAN YEW LEE,na,na,na,"A Learning Organisation, Nurturing Global Citizens",Providing a holistic education to develop independent and engaged learners who are caring and confident citizens,na,YISHUN,NORTH,NORTH 6,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,Nil
STAMFORD PRIMARY SCHOOL,http://www.stamfordpri.moe.edu.sg,1 VICTORIA LANE,198423,62945074,na,62919262,na,STAMFORD_PS@MOE.EDU.SG,Bugis MRT Station,"Along Victoria Street:2,7,12,32,33,61,62,63,80,130,133,145,197,NR8.",MR ONG THIAM HUAT ROBIN,MDM FAZILAH MARICAR D/O MD ALI M,MDM LEE PHAIK HAR,MR TAN AIK CHEONG,na,na,"Stamfordians of Competence and Character, who Care and Contribute","Nurturing hearts and engaging minds, enabling Stamfordians to realize their potential and live fully for self and others.",na,CENTRAL,SOUTH,SOUTH 4,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,Learning Support Programme Buddy Reading Programme Supplementary & Remediation Programme Math & Science Clinics ICT-Courses for pupils Curriculum Workshop for parents
FERNVALE PRIMARY SCHOOL,http://www.fernvalepri.moe.edu.sg/home,1 FERNVALE LANE,797701,63153051,na,63153067,na,fernvale_ps@moe.edu.sg,Fernvale LRT (Sengkang West Loop),"Sengkang and Toa Payoh interchange - no 163, Along Yio Chu Kang Road, - no 70, 86, 103 and 854.",MDM BALAKRISHNA VYJANTHIMALA,MDM LEE HWEE KHENG,MR WONG KIN MUN,na,na,na,Global Learners of Tomorrow,"A vibrant school that inspires all to maximize their potential, instills in them a passion for learning and brings out in them a heart to serve.",na,SENG KANG,NORTH,NORTH 3,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,Guided Reading Programme. Speech & Drama. Character Development Through Sports Programmes. Programme for Active Learning (PAL). LLP - Greenova
EAST COAST PRIMARY SCHOOL,http://www.eastcoastpri.moe.edu.sg,8 CHAI CHEE LANE,469031,62447652/62447657,na,64490429,na,ecps@moe.edu.sg,Bedok MRT,Bus 222,MDM JESSIE LIM CHIEN CHIN,MDM LIM PECK CHIN YENLYN,MDM CHEONG SIEW MUI LINDA,na,na,na,"Caring Community, Passionate Learners, Responsible Individuals","We at East Coast Primary School are committed to develop pupils to LIVE life to the fullest, LOVE self, family, friends and nation and enjoy LEARNING in a loving and stimulating environment.",na,BEDOK,EAST,EAST 7,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"STELLAR for P1 - P4, Learning Support for English & Math P1-2, ICT-modular programme P1-P6 with Digital Art & Music, Character Development & Student Leadership programme, Modular CCA: P1 - P6, Lifeskills Programme."
TOWNSVILLE PRIMARY SCHOOL,http://www.townsvillepri.moe.edu.sg/,3 ANG MO KIO AVE 10,569730,64574345,na,64570141,na,TOWNSVILLEPS@MOE.EDU.SG,"Bishan MRT, Ang Mo Kio MRT Stations","45, 50, 55, 261, 548, 22, 24, 128, 135, 159, 162, 162M, 262, 853",MR TAN BOON HONG VICTOR,MDM TAN SIEW KHIM,MR LOH SIANG KIANG,na,na,na,"Leaders of Character, Learners for Life","To nurture people of character, healthy patriotic citizens and creative independent thinkers, equipped with 21st century skills",na,ANG MO KIO,SOUTH,SOUTH 7,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"EL Narrative Writing, IdeasFirst (Science Prog), Secondhand Goods Rock (Maths Reward Prog), Mobile Learning@TVPS (ICT Prog), Student Leadership Prog, Satellite Partnership with Pathlight School"
